ilkid,firstname,lastname,position,firstseason,lastseason,h_feet,h_inches,weight,college,birthdate
WANZEBO01,Bobby,Wanzer,G,1948,1956,6,0,170,Seton Hall University,1921-06-04 00:00:00
WARBIPE01,Perry,Warbington,G,1974,1974,6,2,165,Georgia Southern University,1952-09-07 00:00:00
WARDCH01,Charlie,Ward,G,1994,2004,6,2,190,Florida State University,1970-10-12 00:00:00
WARDGE01,Gerry,Ward,G,1963,1966,6,4,195,Boston College,1941-09-06 00:00:00
WARDHE01,Henry,Ward,G,1975,1976,6,4,195,Jackson State University,1952-01-30 00:00:00
WAREJI01,Jim,Ware,F,1966,1968,6,7,210,Oklahoma City University,1944-05-02 00:00:00
WARLEBE01,Ben,Warley,F,1962,1969,6,5,200,Tennessee State University,1936-09-04 00:00:00
WARLIBO01,Bob,Warlick,G,1965,1969,6,5,200,University of Denver,1941-03-20 00:00:00
WARNECO01,Cornell,Warner,F,1970,1976,6,9,220,Jackson State University,1948-08-12 00:00:00
WARREBO01,Bobby,Warren,G,1968,1975,6,5,190,Vanderbilt University,1946-07-17 00:00:00
WARREJO01,Johnny,Warren,G,1969,1973,6,3,180,Saint John's University,1947-07-07 00:00:00
WARRIBR01,Bryan,Warrick,G,1982,1985,6,5,195,Saint Joseph's University,1959-07-22 00:00:00
WARRIHA01,Hakim,Warrick,F,2005,2007,6,9,219,Syracuse Univeristy,1982-07-08 00:00:00
WASHBCH01,Chris,Washburn,C,1986,1987,6,11,225,North Carolina State University,1965-05-13 00:00:00
WASHIBO01,Bobby,Washington,G,1969,1971,5,11,175,Eastern Kentucky University,1947-07-11 00:00:00
WASHIDO01,Don,Washington,F,1974,1975,6,8,210,University of North Carolina,1952-04-22 00:00:00
WASHIDU01,Duane,Washington,G,1987,1992,6,4,195,Middle Tennessee State University,1964-08-31 00:00:00
WASHIDW01,Dwayne,Washington,G,1986,1988,6,2,190,Syracuse University,1964-01-06 00:00:00
WASHIER01,Eric,Washington,G,1997,1998,6,4,190,University of Alabama,1974-03-23 00:00:00
WASHIJI01,Jim,Washington,F,1965,1975,6,6,210,Villanova University,1943-07-01 00:00:00
WASHIKE01,Kermit,Washington,F,1973,1987,6,8,230,American University,1951-09-17 00:00:00
WASHIRI01,Richard,Washington,F,1976,1981,6,10.5,220,University of California - Los Angeles,1955-07-15 00:00:00
WASHIST01,Stan,Washington,G,1974,1974,6,4,190,University of San Diego,1952-01-23 00:00:00
WASHITR01,Trooper,Washington,F,1967,1972,6,7,215,Cheyney University of Pennsylvania,1944-04-21 00:00:00
WASHIWI01,Wilson,Washington,F,1977,1978,6,9,227,Old Dominion University,1955-08-03 00:00:00
WashiDa01,Darius,Washington Jr,G,2007,2007,6,2,195,University of Memphis,1985-12-06 00:00:00
WatkiDa01,Darryl,Watkins,C,2007,2007,6,11,258,Syracuse University,1984-11-08 00:00:00
WatsoCJ01,CJ,Watson,G,2007,2007,6,2,176,University of Tennessee,1984-04-17 00:00:00
WATSOBO01,Bobby,Watson,G,1954,1954,6,0,160,University of Kentucky,1930-03-22 00:00:00
WATSOEA01,Earl,Watson,G,2001,2007,6,1,195,University of California - Los Angeles,1979-06-12 00:00:00
WATSOJA01,Jamie,Watson,F,1994,1998,6,7,190,University of South Carolina,1972-02-23 00:00:00
WATTSRO01,Ron,Watts,F,1965,1966,6,6,210,Wake Forest University,1943-05-21 00:00:00
WATTSSA01,Sam,Watts,G,1970,1970,6,3,185,Florida A&M University,1948-03-14 00:00:00
WATTSSL01,Slick,Watts,G,1973,1978,6,1,175,Xavier University of Louisiana,1951-07-22 00:00:00
WEATHCL01,Clarence,Weatherspoon,F,1992,2004,6,6,240,University of Southern Mississippi,1970-09-08 00:00:00
WEATHNI01,Nick,Weatherspoon,F,1973,1979,6,7,195,University of Illinois,1950-07-20 00:00:00
WeaveKy01,Kyle,Weaver,G,2008,0,6,6,201,Washington State University,1986-02-18 00:00:00
WEBBJE01,Jeff,Webb,G,1970,1971,6,4,170,Kansas State University,1948-07-06 00:00:00
WEBBMA01,Marcus,Webb,F,1992,1992,6,9,255,University of Alabama,1970-05-09 00:00:00
WEBBSP01,Spud,Webb,G,1985,1997,5,6,133,North Carolina State University,1963-07-13 00:00:00
WEBBECH01,Chris,Webber,F,1993,2007,6,9,245,University of Michigan,1973-03-01 00:00:00
WEBERFO01,Forest,Weber,C,1946,1946,6,6,225,Purdue University,1918-03-18 00:00:00
WEBSTEL01,Elnardo,Webster,F,1971,1971,6,5,190,Saint Peter's College,1948-03-06 00:00:00
WEBSTJE01,Jeff,Webster,F,1995,1995,6,8,232,University of Oklahoma,1971-02-19 00:00:00
WEBSTMA01,Marvin,Webster,C,1975,1986,7,1,225,Morgan State University,1952-04-13 00:00:00
WEBSTMA02,Martell,Webster,F,2005,2007,6,7,210,0,1986-12-04 00:00:00
WEDMASC01,Scott,Wedman,F,1974,1986,6,7,215,Colorado University,1952-07-29 00:00:00
WeemsSo01,Sonny,Weems,G,2008,0,6,6,203,University of Arkansas,1986-07-08 00:00:00
WEHRDI01,Dick,Wehr,F,1948,1948,6,4,180,Indiana University,1925-12-09 00:00:00
WEIDNBR01,Brant,Weidner,F,1983,1983,6,9,230,College of William and Mary,1960-10-28 00:00:00
WEISSBO01,Bob,Weiss,G,1965,1976,6,2,180,Pennsylvania State University,1942-05-07 00:00:00
WEITZRI01,Rick,Weitzman,G,1967,1967,6,2,175,Northeastern University,1946-04-30 00:00:00
WELLSBO01,Bonzi,Wells,G,1998,2007,6,5,210,Ball State University,1976-09-20 00:00:00
WELLSBU01,Bubba,Wells,G,1997,1997,6,5,230,Austin Peay State University,1974-07-26 00:00:00
WELLSOW01,Owen,Wells,F,1974,1974,6,7,200,University of Detroit Mercy,1950-12-09 00:00:00
WELLSRA01,Ralph,Wells,G,1962,1962,6,1,180,Northwestern University,1940-09-03 00:00:00
WELPCH01,Chris,Welp,C,1987,1989,7,0,245,University of Washington,1964-01-02 00:00:00
WELSCJI01,Jiri,Welsch,G,2002,2005,6,7,208,0,1980-01-27 00:00:00
WENNIBI01,Bill,Wennington,C,1985,1999,7,0,245,Saint John's University,1963-12-26 00:00:00
WENSTMA01,Matt,Wenstrom,C,1993,1993,7,1,250,University of North Carolina,1970-11-04 00:00:00
WERDARO01,Robert,Werdann,C,1992,1996,6,11,250,Saint John's University,1970-09-12 00:00:00
WERTIRA01,Ray,Wertis,G,1946,1947,5,11,0,Saint John's University,1922-01-01 00:00:00
WESLEDA01,David,Wesley,G,1993,2006,6,0,190,Baylor University,1970-11-14 00:00:00
WESLEWA01,Walt,Wesley,C,1966,1975,6,11,220,University of Kansas,1945-01-25 00:00:00
WESTDO01,Doug,West,G,1989,2000,6,6,200,Villanova University,1967-05-27 00:00:00
WESTJE01,Jerry,West,G,1960,1973,6,2,175,West Virginia University,1938-05-28 00:00:00
WESTMA01,Mark,West,C,1983,1999,6,10,230,Old Dominion University,1960-11-05 00:00:00
WESTRO01,Roland,West,G,1967,1967,6,4,178,University of Cincinnati,1944-06-06 00:00:00
WESTDE01,Delonte,West,G,2004,2007,6,2,183,Saint Joseph's University,1983-07-26 00:00:00
WestMa02,Mario,West,G,2007,2007,6,4,208,Georgia Institute of Technology,1984-06-19 00:00:00
WESTDA01,David,West,F,2003,2007,6,9,240,Xavier University,1980-08-29 00:00:00
WestbRu01,Russell,Westbrook,G,2008,0,6,3,187,University of California at Los Angeles,1988-11-12 00:00:00
WESTBDE01,Dexter,Westbrook,F,1967,1967,6,8,190,Providence College,1943-01-01 00:00:00
WESTPPA01,Paul,Westphal,G,1972,1983,6,4,195,University of Southern California,1950-11-30 00:00:00
WETZEJO01,John,Wetzel,G,1967,1975,6,5,190,Virginia Polytechnic Institute,1944-10-22 00:00:00
WHALERO01,Robert,Whaley,C,2005,2005,6,10,260,Walsh University,1982-04-16 00:00:00
WHATLEN01,Ennis,Whatley,G,1983,1996,6,3,177,University of Alabama,1962-08-11 00:00:00
WHEATDE01,Dejuan,Wheat,G,1997,1998,6,0,165,University of Louisville,1973-10-14 00:00:00
WHEELCL01,Clinton,Wheeler,G,1987,1988,6,1,185,William Paterson University,1959-10-27 00:00:00
WHEELTY01,Tyson,Wheeler,G,1998,1998,5,10,165,University of Rhode Island,1975-10-08 00:00:00
WHITALU01,Lucian,Whitaker,G,1954,1954,6,1,180,University of Kentucky,1930-08-29 00:00:00
WHITEJO01,Jojo,White,G,1969,1980,6,3,190,University of Kansas,1946-11-16 00:00:00
WHITERA01,Randy,White,F,1989,1993,6,8,240,Louisiana Tech University,1967-11-04 00:00:00
WHITERO01,Rory,White,F,1982,1986,6,8,210,University of South Alabama,1959-08-16 00:00:00
WHITERO02,Rodney,White,F,2001,2004,6,9,238,University of North Carolina at Charlotte,1980-06-28 00:00:00
WHITERU01,Rudy,White,G,1975,1980,6,2,195,Arizona State University,1953-06-23 00:00:00
WHITETO01,Tony,White,G,1987,1987,6,2,170,University of Tennessee,1965-02-15 00:00:00
WHITEWI01,Willie,White,G,1984,1985,6,3,195,University of Tennessee at Chattanooga,1962-08-20 00:00:00
WhiteDJ01,D.J.,White,F,2008,0,6,9,251,Indiana University,1986-08-31 00:00:00
WHITEER01,Eric,White,F,1987,1988,6,8,200,Pepperdine University,1965-12-30 00:00:00
WHITEHE01,Herb,White,G,1970,1970,6,2,195,University of Georgia,1948-06-15 00:00:00
WHITEHU01,Hubie,White,G,1962,1970,6,4,205,Villanova University,1940-01-26 00:00:00
WHITEJA01,Jahidi,White,C,1998,2004,6,9,290,Georgetown University,1976-02-19 00:00:00
WhiteJa02,James,White,G,2006,2006,6,7,200,University of Cincinnati,1982-10-21 00:00:00
WHITEJE01,Jerome,Whitehead,C,1978,1988,6,10,220,Marquette University,1956-09-30 00:00:00
WHITEDO01,Donald,Whiteside,G,1996,1997,5,10,160,Northern Illinois University,1969-04-25 00:00:00
WHITFDW01,Dwayne,Whitfield,F,1995,1995,6,9,240,Jackson State University,1972-08-21 00:00:00
WHITNCH01,Chris,Whitney,G,1993,2003,6,0,168,Clemson University,1971-10-05 00:00:00
WHITNCH02,Charles,Whitney,F,1980,1981,6,5,235,North Carolina State University,1957-06-22 00:00:00
WHITNHA01,Hank,Whitney,F,1967,1969,6,7,230,Iowa State University,1939-04-28 00:00:00
WICKSSI01,Sidney,Wicks,F,1971,1980,6,8,225,University of California - Los Angeles,1949-09-19 00:00:00
WIDBYRO01,Ron,Widby,F,1967,1967,6,4,210,University of Tennessee,1945-03-09 00:00:00
WIERMU01,Murray,Wier,G,1949,1949,5,9,155,University of Iowa,1926-12-12 00:00:00
WIESEBO01,Bob,Wiesenhahn,F,1961,1961,6,4,215,University of Cincinnati,1938-12-22 00:00:00
WIGGIMI01,Mitchell,Wiggins,G,1983,1991,6,4,185,Florida State University,1959-09-28 00:00:00
WILBUKE01,Ken,Wilburn,F,1967,1968,6,6,195,Central State University,1944-06-08 00:00:00
WILCOCH01,Chris,Wilcox,F,2002,2007,6,10,221,University of Maryland,1982-08-03 00:00:00
WILCUDC01,D.c.,Wilcutt,G,1948,1949,6,2,165,Saint Louis University,1923-03-25 00:00:00
WILEYGE01,Gene,Wiley,C,1962,1967,6,10,210,Wichita State University,1937-11-12 00:00:00
WILEYMI01,Michael,Wiley,F,1980,1981,6,9,200, Long Beach,1957-10-16 00:00:00
WILEYMO01,Morlon,Wiley,G,1988,1994,6,4,185, Long Beach,1966-09-24 00:00:00
WILFOWI01,Win,Wilfong,G,1957,1960,6,2,185,University of Missouri,1933-03-18 00:00:00
WILKELE01,Lenny,Wilkens,G,1960,1974,6,1,180,Providence College,1937-10-28 00:00:00
WILKEBO01,Bob,Wilkerson,G,1976,1982,6,6,195,Indiana University,1954-08-15 00:00:00
WILKEJA01,Jamaal,Wilkes,F,1974,1985,6,6,190,University of California - Los Angeles,1953-05-02 00:00:00
WILKEJA02,James,Wilkes,F,1980,1982,6,7,195,University of California - Los Angeles,1958-03-12 00:00:00
WILKIDO01,Dominique,Wilkins,F,1982,1998,6,7,200,University of Georgia,1960-01-12 00:00:00
WILKIED01,Eddielee,Wilkins,C,1984,1992,6,10,220,Gardner-Webb University,1962-05-07 00:00:00
WILKIGE01,Gerald,Wilkins,G,1985,1998,6,6,185,University of Tennessee at Chattanooga,1963-09-11 00:00:00
WILKIJE01,Jeff,Wilkins,C,1980,1985,6,11,230,Illinois State University,1955-03-09 00:00:00
WILKIDA02,Damien,Wilkins,G,2004,2007,6,6,225,University of Georgia,1980-01-11 00:00:00
WILKIDA01,Dale,Wilkinson,F,1984,1984,6,10,220,Idaho State University,1960-03-18 00:00:00
WILKSMI01,Mike,Wilks,G,2002,2007,5,11,180,Rice University,1979-05-07 00:00:00
WILLIFR02,Frank,Williams,G,2002,2004,6,3,205,University of Illinois,1980-02-25 00:00:00
WILLIJA03,Jay,Williams,G,2002,2002,6,0,197,Duke University,1981-09-10 00:00:00
WILLIPE01,Pete,Williams,F,1985,1986,6,7,190,University of Arizona,1965-03-10 00:00:00
WilliJa04,Jawad,Williams,F,2008,0,6,9,218,University of North Carolina,1983-02-19 00:00:00
WILLILO02,Louis,Williams,G,2005,2007,6,2,175,0,1986-10-27 00:00:00
WILLIMA02,Marvin,Williams,F,2005,2007,6,9,230,University of North Carolina,1986-06-19 00:00:00
WILLIDE01,Deron,Williams,G,2005,2007,6,3,210,University of Illinois,1984-07-26 00:00:00
WilliJu01,Justin,Williams,C,2006,2007,6,10,225,University of Wyoming,1984-05-12 00:00:00
WilliMa03,Marcus,Williams,G,2006,2007,6,3,205,University of Connecticut,1985-12-03 00:00:00
WilliSh02,Shawne,Williams,F,2006,2007,6,9,225,University of Memphis,1986-02-16 00:00:00
WilliSh03,Shelden,Williams,F,2006,2007,6,9,250,Duke University,1983-10-21 00:00:00
WILLIMA01,Maurice,Williams,G,2003,2007,6,1,185,University of Alabama,1982-12-19 00:00:00
WilliSe01,Sean,Williams,F,2007,2007,6,10,235,Boston College,1986-09-13 00:00:00
WilliMa04,Marcus,Williams,F,2007,2007,6,7,205,University of Arizona,1986-11-18 00:00:00
WILLIAA01,Aaron,Williams,F,1993,2007,6,9,220,Xavier University,1971-10-02 00:00:00
WILLIAL01,Alvin,Williams,G,1997,2006,6,5,185,Villanova University,1974-08-06 00:00:00
WILLIAL02,Al,Williams,F,1970,1970,6,6,200,Drake University,1948-01-03 00:00:00
WILLIAR01,Arthur,Williams,G,1967,1974,6,1,180,California Poly,1939-09-29 00:00:00
WILLIBE01,Bernie,Williams,G,1969,1973,6,3,175,La Salle University,1945-12-30 00:00:00
WILLIBO01,Bob,Williams,F,1955,1956,6,6,230,Florida A&M University,1931-05-12 00:00:00
WILLIBR01,Brandon,Williams,F,1997,2002,6,6,215,Davidson College,1975-02-27 00:00:00
WILLIBU01,Buck,Williams,F,1981,1997,6,8,215,University of Maryland,1960-03-08 00:00:00
WILLICH01,Charlie,Williams,G,1967,1972,6,0,165,Seattle University,1943-09-05 00:00:00
WILLICH02,Chuck,Williams,G,1970,1977,6,2,175,Colorado University,1946-06-06 00:00:00
WILLICH03,Chuckie,Williams,G,1976,1976,6,3,180,Kansas State University,1953-12-31 00:00:00
WILLICL01,Cliff,Williams,G,1968,1968,6,3,180,Bowling Green University,1945-04-15 00:00:00
WILLICO01,Corey,Williams,G,1992,1993,6,2,190,Oklahoma State University,1970-04-24 00:00:00
WILLIDO01,Don,Williams,G,1979,1979,6,2,180,University of Notre Dame,1956-08-02 00:00:00
WILLIEA01,Earl,Williams,C,1974,1978,6,7,230,Winston-Salem State University,1951-03-24 00:00:00
WILLIER01,Eric,Williams,F,1995,2006,6,8,220,Providence College,1972-07-17 00:00:00
WILLIFL01,Fly,Williams,G,1974,1974,6,5,200,Austin Peay State University,1953-02-18 00:00:00
WILLIFR01,Freeman,Williams,G,1978,1985,6,4,190,Portland State University,1956-05-15 00:00:00
WILLIGE01,Gene,Williams,F,1969,1969,6,7,235,Kansas State University,1947-04-01 00:00:00
WILLIGU01,Gus,Williams,G,1975,1986,6,2,175,University of Southern California,1953-10-10 00:00:00
WILLIGU02,Guy,Williams,F,1984,1985,6,9,200,Washington State University,1960-07-01 00:00:00
WILLIHA01,Hank,Williams,F,1974,1974,6,5,210,Jacksonville University,1952-04-28 00:00:00
WILLIHE01,Herb,Williams,C,1981,1998,6,10,242,Ohio State University,1958-02-16 00:00:00
WILLIHO01,Hotrod,Williams,F,1986,1998,6,11,215,Tulane University,1962-08-09 00:00:00
WILLIJA01,Jayson,Williams,F,1990,1998,6,9,240,Saint John's University,1968-02-22 00:00:00
WILLIJA02,Jason,Williams,G,1998,2007,6,1,190,University of Florida,1975-11-18 00:00:00
WILLIJE01,Jerome,Williams,F,1996,2004,6,9,206,Georgetown University,1973-05-10 00:00:00
WILLIJO01,John,Williams,F,1986,1994,6,8,235,Louisiana State University,1966-10-26 00:00:00
WILLIKE02,Kevin,Williams,G,1983,1988,6,2,175,Saint John's University,1961-09-11 00:00:00
WILLIKE03,Kenny,Williams,F,1990,1993,6,9,205,Elizabeth City State University (DNP),1969-06-09 00:00:00
WILLILO01,Lorenzo,Williams,F,1992,1999,6,9,200,Stetson University,1969-07-15 00:00:00
WILLIMI01,Michael,Williams,G,1988,1998,6,2,175,Baylor University,1966-07-23 00:00:00
WILLIMI02,Milt,Williams,G,1970,1974,6,2,182,Lincoln University of Missouri,1945-11-22 00:00:00
WILLIMI03,Mike,Williams,G,1989,1989,6,8,255,Bradley University,1963-08-14 00:00:00
WILLIMO01,Monty,Williams,F,1994,2002,6,8,225,University of Notre Dame,1971-10-08 00:00:00
WILLINA01,Nate,Williams,G,1971,1978,6,4.5,215,Utah State University,1950-05-02 00:00:00
WILLIRA01,Ray,Williams,G,1977,1986,6,2.5,188,University of Minnesota,1954-10-14 00:00:00
WILLIRE01,Reggie,Williams,F,1987,1996,6,7,190,Georgetown University,1964-03-05 00:00:00
WILLIRI01,Rickey,Williams,G,1982,1982,6,1,175, Long Beach,1957-03-12 00:00:00
WILLIRO01,Ron,Williams,G,1968,1975,6,3,188,West Virginia University,1944-09-24 00:00:00
WILLIRO02,Rob,Williams,G,1982,1983,6,2,175,University of Houston,1961-05-05 00:00:00
WILLISA01,Sam,Williams,G,1968,1969,6,3,180,University of Iowa,1945-01-22 00:00:00
WILLISA02,Samuel,Williams,F,1981,1984,6,8,210,Arizona State University,1959-03-07 00:00:00
WILLISC01,Scott,Williams,C,1990,2004,6,10,230,University of North Carolina,1968-03-21 00:00:00
WILLISH01,Shammond,Williams,G,1998,2006,6,1,201,University of North Carolina,1975-04-05 00:00:00
WILLISL01,Sly,Williams,F,1979,1985,6,7,210,University of Rhode Island,1958-01-26 00:00:00
WILLITR01,Travis,Williams,F,1997,1998,6,6,215,South Carolina State University,1969-05-27 00:00:00
WILLIWA01,Walt,Williams,F,1992,2002,6,8,219,University of Maryland,1970-04-16 00:00:00
WILLIWA02,Ward,Williams,F,1948,1948,6,4,195,Indiana University,1923-06-26 00:00:00
WILLIWI01,Willie,Williams,F,1970,1970,6,7,200,Florida State University,1946-07-28 00:00:00
WILLIJO02,John,Williamson,G,1973,1980,6,2,185,New Mexico State University,1951-11-10 00:00:00
WILLICO02,Corliss,Williamson,F,1995,2006,6,7,245,University of Arkansas,1973-12-04 00:00:00
WILLIVA01,Vann,Williford,F,1970,1970,6,6,195,North Carolina State University,1948-01-26 00:00:00
WILLIKE01,Kevin,Willis,F,1984,2006,7,0,220,Michigan State University,1962-09-06 00:00:00
WILLOBI01,Bill,Willoughby,F,1975,1983,6,8,205,0,1957-05-20 00:00:00
WILLODE01,Dedri,Willoughby,G,1999,1999,6,3,180,Iowa State University,1974-05-27 00:00:00
WILSOBO01,Bob,Wilson,G,1951,1951,6,4,185,West Virginia State University,1926-03-08 00:00:00
WILSOBO02,Bob,Wilson,F,1967,1967,6,7.5,215,University of Kansas,1944-01-01 00:00:00
WILSOBO03,Bobby,Wilson,G,1974,1977,6,2.5,175,Wichita State University,1951-01-15 00:00:00
WILSOGE01,George,Wilson,C,1964,1970,6,8,225,University of Cincinnati,1942-05-09 00:00:00
WILSOIS01,Isaiah,Wilson,G,1971,1972,6,2,175,University of Baltimore,1948-05-31 00:00:00
WILSOJA01,Jasper,Wilson,F,1968,1969,6,6,200,Southern University,1947-07-12 00:00:00
WILSOJI01,Jim,Wilson,G,1970,1970,5,10,175,Cheyney University of Pennsylvania,1948-01-01 00:00:00
WILSOMI01,Mike,Wilson,G,1983,1986,6,3.5,175,Marquette University,1959-09-15 00:00:00
WILSONI01,Nikita,Wilson,F,1987,1987,6,8,200,Louisiana State University,1964-02-25 00:00:00
WILSOOT01,Othell,Wilson,G,1984,1986,6,0,190,University of Virginia,1961-10-26 00:00:00
WILSORI01,Rick,Wilson,G,1978,1979,6,4.5,200,University of Louisville,1956-02-07 00:00:00
WILSORI02,Ricky,Wilson,G,1987,1987,6,3,195,George Mason University,1964-07-16 00:00:00
WILSOST01,Steve,Wilson,G,1970,1971,6,5,185,Hanover College,1948-10-16 00:00:00
WILSOTH01,Thomas,Wilson,G,1979,1979,6,3,175,Western Washington University,1955-08-07 00:00:00
WILSOTR01,Trevor,Wilson,F,1990,1995,6,7,210,University of California - Los Angeles,1968-03-16 00:00:00
WINCHKE01,Kennard,Winchester,F,1990,1992,6,5,210,Averett University,1966-09-03 00:00:00
WINDITO01,Tony,Windis,G,1959,1959,6,1,160,University of Wyoming,1933-01-27 00:00:00
WINDSJO01,John,Windsor,F,1963,1963,6,8,215,Stanford University,1940-04-03 00:00:00
WINFILE01,Lee,Winfield,G,1969,1975,6,2,174,University of North Texas,1947-02-04 00:00:00
WINGADA01,David,Wingate,G,1986,2000,6,5,185,Georgetown University,1963-12-15 00:00:00
WINGFDO01,Donton,Wingfield,F,1994,1997,6,8,256,University of Cincinnati,1974-06-23 00:00:00
WINGOHA01,Harthorne,Wingo,F,1972,1975,6,6,210,Friendship Junior College,1947-09-09 00:00:00
WINKLMA01,Marv,Winkler,G,1970,1971,6,1,164,University of Southwest Louisiana,1948-02-18 00:00:00
WINSLRI01,Rickie,Winslow,F,1987,1987,6,8,225,University of Houston,1964-07-26 00:00:00
WINTETR01,Trevor,Winter,C,1998,1998,7,0,275,University of Minnesota,1974-01-07 00:00:00
WINTEVO01,Voise,Winters,F,1985,1985,6,8,200,Bradley University,1962-10-12 00:00:00
WINTEBR01,Brian,Winters,G,1974,1982,6,4,185,University of South Carolina,1952-03-01 00:00:00
WISESK01,Skip,Wise,G,1975,1975,6,2,170,Clemson University,1955-07-25 00:00:00
WISEWI01,Willie,Wise,F,1969,1977,6,5,210,Drake University,1947-03-03 00:00:00
WITTELU01,Luke,Witte,C,1973,1975,7,0,235,Ohio State University,1950-10-19 00:00:00
WITTMGR01,Greg,Wittman,F,1969,1970,6,8,210,Western Carolina University,1947-05-10 00:00:00
WITTMRA01,Randy,Wittman,G,1983,1991,6,6,210,Indiana University,1959-10-28 00:00:00
WITTSGA01,Garry,Witts,G,1981,1981,6,7,190,College of Holy Cross,1959-07-03 00:00:00
WOHLDA01,Dave,Wohl,G,1971,1977,6,2,185,University of Pennsylvania ,1949-11-02 00:00:00
WOLFJO01,Joe,Wolf,C,1987,1998,6,11,230,University of North Carolina,1964-12-17 00:00:00
WOLKORU01,Ruben,Wolkowyski,F,2000,2002,6,10,270,0,1973-09-30 00:00:00
WOODAL01,Al,Wood,G,1981,1986,6,6,193,University of North Carolina,1958-06-02 00:00:00
WOODBO01,Bob,Wood,G,1949,1949,5,10,0,Norther Illinois University,1921-10-07 00:00:00
WOODDA01,David,Wood,F,1988,1996,6,9,227,University of Nevada,1964-11-30 00:00:00
WOODHO01,Howard,Wood,F,1981,1981,6,7,235,University of Tennessee,1959-05-20 00:00:00
WOODLE01,Leon,Wood,G,1984,1990,6,3,185, Fullerton,1962-03-25 00:00:00
WOODSLO01,Loren,Woods,F,2001,2007,7,1,245,University of Arizona,1978-06-21 00:00:00
WOODSRA01,Randy,Woods,G,1992,1995,5,10,185,La Salle University,1970-09-23 00:00:00
WOODSTO01,Tommy,Woods,F,1967,1967,6,6.5,210,East Tennessee State University,1943-06-10 00:00:00
WOODSQY01,Qyntel,Woods,F,2002,2005,6,8,221,Northeast Mississippi Community College,1981-02-16 00:00:00
WOODSMI01,Mike,Woodson,G,1980,1990,6,5,195,Indiana University,1958-03-24 00:00:00
WOOLLBO01,Bob,Woollard,C,1969,1969,6,10,225,Wake Forest University,1940-07-27 00:00:00
WOOLROR01,Orlando,Woolridge,F,1981,1993,6,9,215,University of Notre Dame,1959-12-16 00:00:00
WORKMHA01,Haywoode,Workman,G,1989,1999,6,2,180,Oral Roberts University,1966-01-23 00:00:00
WORKMMA01,Mark,Workman,C,1952,1953,6,9,215,West Virginia University,1930-03-10 00:00:00
WORKMTO01,Tom,Workman,F,1967,1970,6,7,218,Seattle University,1944-11-14 00:00:00
WORSLWI01,Willie,Worsley,G,1968,1968,5,9,175,Texas Western College,1945-11-13 00:00:00
WORTHSA01,Sam,Worthen,G,1980,1981,6,5,195,Marquette University,1958-01-17 00:00:00
WORTHJA01,James,Worthy,F,1982,1993,6,9,225,University of North Carolina,1961-02-27 00:00:00
WRIGHBR01,Brad,Wright,F,1986,1987,6,11,225,University of California - Los Angeles,1962-03-26 00:00:00
WRIGHHO01,Howie,Wright,G,1970,1971,6,3,185,Austin Peay State University,1947-02-22 00:00:00
WRIGHHO02,Howard,Wright,F,1990,1992,6,8,220,Stanford University,1967-12-20 00:00:00
