,Crossing,Finishing,Heading Accuracy,Short Passing,Volleys,Dribbling,Curve,Long Passing,Ball Control,Acceleration,Sprint Speed,Agility,Reactions,Balance,Shot Power,Jumping,Stamina,Strength,Long Shots,Aggression,Interceptions,Positioning,Vision,Penalties,Marking,Standing Tackle,Sliding Tackle,GK Diving,GK Handling,GK Kicking,GK Positioning,GK Reflexes,Free Kick Accuracy,Overall,Position,Position class,ID,VersionID
38813,81,77,70,80,57,79,68,73,77,78,78,51,79,60,75,55,79,72,80,74,74,77,74,79,44,59,58,9,20,73,20,20,74,77,CAM,Midfield,51100,51100007
122714,51,82,78,67,76,65,59,35,75,79,77,78,77,75,74,87,71,75,40,75,21,83,53,77,25,25,25,15,15,10,13,5,47,75,ST,Attack,186961,186961020
99034,49,33,68,70,34,43,32,64,58,55,67,58,65,43,62,63,73,71,54,67,66,32,56,63,68,71,69,5,11,5,8,5,62,68,CB,Defense,137510,137510011
137480,75,28,65,72,31,73,67,66,76,73,74,71,69,66,61,70,72,72,43,75,75,67,56,44,75,78,75,14,10,10,10,6,50,74,RB,Defense,178691,178691020
61299,60,55,82,72,55,71,61,71,74,76,74,75,63,74,79,87,70,73,67,74,72,66,70,61,67,65,60,12,7,11,9,9,72,70,CDM,Midfield,192138,192138003
6309,58,53,52,54,52,67,64,51,53,57,62,70,37,68,56,72,50,53,45,66,51,53,59,52,49,44,55,5,20,51,20,20,42,58,RM,Midfield,181466,181466001
202656,43,80,90,64,78,63,55,63,75,54,58,64,82,34,80,74,76,91,68,61,24,84,68,64,25,32,32,14,11,13,12,8,39,77,ST,Attack,164376,164376037
26467,63,43,62,62,52,63,61,63,68,70,70,61,66,64,68,87,69,53,53,63,49,61,63,66,43,58,53,11,22,63,22,22,65,62,CAM,Midfield,169096,169096003
178178,54,41,34,67,44,57,59,66,67,57,62,75,38,73,46,53,63,48,49,48,39,53,65,45,53,53,54,9,9,10,9,8,59,59,CAM,Midfield,189281,189281009
195967,40,45,74,55,50,45,44,60,55,55,55,46,72,60,78,74,65,78,60,78,82,37,48,76,80,80,76,8,9,12,6,10,70,75,CB,Defense,51101,51101028
115633,17,9,13,38,7,11,12,36,30,35,45,35,68,27,12,55,30,77,6,40,25,12,18,22,17,14,13,84,74,80,80,78,12,79,GK,Goalkeeper,2147,2147015
208624,77,64,69,78,72,76,74,73,78,64,68,68,78,64,81,76,87,77,74,80,80,72,73,73,74,77,69,5,13,15,9,13,60,77,CM,Midfield,198113,198113020
197539,72,63,66,71,61,73,70,72,72,90,89,79,69,78,75,71,85,61,75,72,58,67,72,66,48,59,58,14,7,6,13,7,68,74,RM,Midfield,205510,205510018
106083,56,66,81,57,62,64,69,41,68,69,68,67,69,59,74,74,69,78,53,76,25,72,62,64,19,19,14,5,5,10,8,6,51,72,ST,Attack,183712,183712009
43711,37,20,83,57,21,23,31,51,55,71,76,43,62,77,46,74,73,84,31,79,69,64,63,52,72,78,70,4,20,51,20,20,38,74,CB,Defense,177578,177578004
206575,25,25,25,26,25,25,25,24,25,23,34,37,50,25,25,30,31,70,25,25,25,25,25,21,25,25,25,58,65,57,62,66,25,61,GK,Goalkeeper,192273,192273025
76046,32,32,47,43,44,47,57,42,58,58,67,43,62,58,51,55,65,74,49,62,52,47,45,52,42,46,54,6,8,10,10,7,43,59,RB,Defense,193304,193304005
26811,63,52,34,52,46,69,33,35,64,62,67,62,42,76,48,68,68,50,58,31,52,52,45,55,22,36,70,9,22,35,22,22,50,60,RWM,Midfield,167994,167994005
34652,53,37,73,68,49,48,46,63,65,56,62,67,64,65,57,71,78,66,36,69,74,71,69,73,66,66,57,13,23,63,23,23,45,68,CB,Defense,143274,143274004
178624,39,25,81,66,28,42,37,54,60,55,55,60,72,52,58,66,63,79,33,77,70,25,56,45,72,74,72,12,8,14,7,11,37,73,CB,Defense,156256,156256021
166143,74,82,70,80,79,88,82,70,85,81,81,83,73,71,79,64,67,55,81,55,25,78,74,74,25,20,25,9,14,10,7,12,78,80,RW,Attack,170368,170368024
97282,62,57,50,70,64,71,64,64,73,73,65,77,64,68,63,59,64,34,65,60,33,63,65,43,12,34,49,10,8,9,12,14,66,62,CAM,Midfield,191169,191169005
45006,69,74,64,75,70,77,64,72,75,81,79,79,69,60,72,57,74,60,64,39,66,69,74,68,34,54,20,8,22,72,22,22,67,73,CF,Attack,165862,165862008
147997,76,60,63,89,82,75,78,87,85,52,55,59,76,65,86,55,33,75,86,73,74,72,82,72,50,72,64,10,7,11,10,7,72,78,CM,Midfield,6908,6908017
174136,42,40,48,57,29,46,42,50,58,72,69,72,62,71,53,84,69,63,52,75,50,50,46,47,66,66,58,10,7,5,11,14,44,62,CB,Defense,186718,186718006
35610,45,62,59,47,62,61,58,36,61,71,78,84,72,67,61,90,66,63,66,53,52,60,73,53,27,21,49,7,22,36,22,22,48,63,CF,Attack,134792,134792004
221038,29,62,66,61,26,31,21,59,48,59,61,57,56,59,42,86,69,84,30,60,61,62,56,33,58,61,57,2,2,2,2,2,22,65,CB,Defense,192162,192162020
159053,44,73,72,72,65,77,66,62,78,77,78,78,76,68,73,83,85,75,66,82,41,81,76,78,40,48,45,11,10,7,8,15,37,71,RM,Midfield,163209,163209020
188444,62,63,54,73,61,68,77,68,74,75,71,85,70,71,75,74,76,57,72,58,60,67,74,60,50,58,46,11,8,9,7,14,72,70,CM,Midfield,153048,153048035
51201,49,65,51,58,56,75,53,47,70,83,76,77,66,67,54,55,62,46,61,35,23,72,67,60,18,18,19,14,7,6,14,10,55,65,CF,Attack,147001,147001002
42515,61,57,63,63,67,62,43,57,62,72,73,60,60,61,66,62,65,61,59,44,62,60,61,62,21,25,24,8,20,57,20,20,64,63,CF,Attack,179886,179886005
174561,25,25,25,35,25,25,25,25,28,48,51,46,73,29,39,65,33,61,25,25,25,25,25,35,25,25,25,73,63,72,65,76,25,71,GK,Goalkeeper,182435,182435020
198123,75,64,69,71,61,75,76,76,73,61,66,65,67,70,76,65,51,70,75,75,76,55,58,67,69,71,72,14,15,5,15,7,77,70,LB,Defense,138841,138841015
196110,74,78,50,86,82,84,86,72,90,74,78,68,84,58,65,54,60,60,78,38,40,84,84,84,25,22,20,8,15,15,9,8,68,83,CAM,Midfield,138449,138449028
145079,82,77,55,78,79,81,83,74,82,79,79,83,79,85,76,74,69,61,66,66,40,78,77,85,28,31,29,13,13,5,9,14,82,79,LM,Midfield,137080,137080014
121069,46,69,70,62,56,69,48,52,64,68,61,75,70,67,67,82,55,66,58,46,28,72,59,54,37,32,26,6,6,13,6,8,48,66,CF,Attack,192687,192687008
18814,53,77,68,67,13,74,13,46,73,73,71,39,57,57,73,69,67,66,57,56,56,59,11,57,22,22,12,8,22,46,22,22,47,72,ST,Attack,168974,168974002
8087,21,19,64,40,64,19,62,50,54,85,74,58,64,61,43,54,49,54,61,67,65,61,73,59,67,70,23,10,8,50,10,14,59,61,CB,Defense,152047,152047002
43132,20,20,24,20,7,20,17,66,20,29,34,37,33,21,42,54,20,20,20,24,22,17,21,20,20,20,23,70,67,66,71,74,14,69,GK,Goalkeeper,181694,181694004
29442,73,59,63,75,63,65,71,69,75,77,74,73,73,75,80,67,81,76,77,70,67,69,68,75,47,62,51,5,20,69,20,20,77,72,CM,Midfield,19874,19874006
126910,50,61,67,73,58,64,64,71,73,53,52,58,68,66,71,74,70,78,66,74,68,63,63,54,67,61,52,12,12,9,11,12,45,68,CM,Midfield,15800,15800015
172379,62,73,75,67,51,73,66,63,74,76,76,78,73,67,75,70,75,75,72,72,48,67,71,65,25,38,25,9,10,13,12,15,65,71,CAM,Midfield,199266,199266018
175488,60,24,64,60,40,53,51,60,63,68,72,64,65,58,68,78,66,78,42,77,77,49,45,41,74,78,76,10,12,7,10,14,43,69,RB,Defense,178430,178430030
133877,48,45,76,65,38,60,52,62,55,62,66,50,65,58,60,71,72,86,36,78,73,33,50,50,76,76,73,12,15,9,11,11,31,74,CB,Defense,169649,169649019
176000,51,38,44,59,32,67,57,53,62,84,86,74,58,85,64,58,76,71,31,52,25,55,50,50,21,31,30,13,12,8,9,8,61,62,LM,Midfield,171986,171986014
424,50,55,22,71,52,48,53,56,63,65,69,54,50,54,61,57,65,79,55,40,41,56,56,61,40,63,57,7,6,56,7,7,61,64,CM,Midfield,116081,116081001
173988,76,74,54,70,63,83,71,64,84,86,79,82,82,83,74,68,67,56,76,52,39,81,70,63,22,41,36,8,15,14,9,13,72,78,LW,Attack,174379,174379022
165975,40,48,80,70,28,60,52,75,74,68,66,62,76,60,72,84,66,78,38,78,80,34,70,76,81,82,81,13,5,12,13,10,54,79,CB,Defense,142780,142780032
138653,69,69,47,80,55,71,54,78,74,66,68,62,71,67,76,65,79,73,71,69,57,74,78,72,48,65,56,13,10,14,7,15,72,74,CAM,Midfield,189165,189165013
112100,74,68,55,74,56,64,62,66,69,85,83,79,73,80,73,58,74,64,68,50,50,59,65,59,24,43,16,14,5,15,5,12,64,65,CM,Midfield,183925,183925009
194086,25,25,28,31,25,20,25,34,28,49,39,55,68,63,47,75,36,63,25,31,25,25,25,25,25,25,25,77,71,65,75,77,25,74,GK,Goalkeeper,137854,137854027
64410,32,32,59,49,31,31,26,44,34,54,54,54,54,65,52,63,53,62,30,59,43,32,42,23,60,61,58,10,7,8,12,15,21,62,CB,Defense,192161,192161004
148700,17,9,13,38,7,11,12,36,30,35,45,35,70,27,12,55,30,77,6,40,25,12,18,22,17,14,13,84,74,80,78,78,12,79,GK,Goalkeeper,2147,2147019
6263,39,44,45,59,59,63,61,64,56,68,62,49,49,55,58,74,55,59,67,69,57,62,66,57,56,54,79,9,11,64,14,12,30,59,CM,Midfield,178215,178215001
204003,32,45,81,60,50,36,33,65,54,69,72,60,68,55,36,82,75,78,62,77,75,31,27,52,68,72,72,13,9,11,7,7,36,72,CB,Defense,183766,183766027
11035,48,23,72,69,47,36,81,58,66,56,81,79,62,72,67,79,78,77,54,74,70,68,79,64,72,70,69,11,23,58,23,23,36,72,RB,Defense,139038,139038003
43357,60,24,39,56,23,41,29,48,58,75,73,63,54,58,46,53,72,59,43,63,58,37,43,29,50,56,63,15,14,11,12,7,35,57,LB,Defense,177962,177962002
200799,32,30,74,60,37,36,23,57,53,38,32,33,67,38,68,34,32,78,33,64,65,53,43,53,62,62,60,10,7,13,5,7,36,63,CB,Defense,52998,52998023
141585,13,11,11,13,11,14,12,12,26,43,42,28,52,42,12,57,38,76,12,38,24,12,34,12,12,11,16,77,67,73,67,78,12,71,GK,Goalkeeper,146744,146744012
217249,29,24,62,52,25,25,31,55,50,48,52,46,65,48,25,83,64,83,25,72,61,41,39,27,63,59,57,10,7,7,10,15,37,64,CB,Defense,199291,199291012
57861,34,50,55,36,57,57,32,25,49,68,67,53,48,72,45,72,60,74,57,63,32,57,37,51,24,16,18,10,6,11,13,9,38,62,ST,Attack,184707,184707006
85978,63,36,60,59,59,63,64,58,59,72,73,75,67,72,54,62,75,65,40,59,60,43,35,36,61,62,60,9,15,9,12,12,47,60,RB,Defense,138381,138381009
46275,36,40,32,27,21,36,41,67,32,43,54,50,59,58,34,61,59,60,33,38,37,22,38,66,31,28,30,65,66,67,72,71,10,75,GK,Goalkeeper,135513,135513005
199063,44,66,58,57,59,53,58,53,54,63,62,71,68,71,65,57,77,62,60,55,36,63,59,70,35,45,43,8,7,14,12,6,48,57,LM,Midfield,139784,139784026
83728,74,66,52,72,57,77,69,69,78,79,84,82,70,83,66,76,76,49,66,43,67,70,70,65,67,73,68,9,13,10,7,6,54,72,RB,Defense,176031,176031006
142784,59,58,63,71,33,67,57,67,69,74,76,76,71,84,70,70,77,78,68,78,60,47,52,56,68,74,68,9,15,11,5,8,60,65,CM,Midfield,171783,171783012
15938,23,23,23,23,77,23,76,63,23,30,30,83,69,80,23,66,53,56,23,56,50,16,82,46,23,23,63,68,66,63,64,72,13,71,GK,Goalkeeper,173373,173373002
46834,30,41,22,36,22,30,14,59,34,54,41,59,62,44,23,58,47,52,20,68,52,48,41,66,29,31,12,58,65,64,62,68,9,63,GK,Goalkeeper,101997,101997002
166094,79,38,66,69,34,74,72,59,74,68,74,64,70,64,70,66,82,74,58,78,72,58,47,42,66,76,76,4,4,4,4,4,59,73,LB,Defense,202672,202672020
17116,31,22,71,58,75,33,62,49,61,73,76,67,66,75,38,67,74,71,39,73,64,74,66,66,78,77,45,7,22,49,22,22,31,70,RB,Defense,137261,137261003
199619,54,71,45,73,62,73,74,63,74,82,78,74,67,84,82,74,72,59,75,59,36,64,68,62,26,27,25,9,15,5,8,11,69,72,CAM,Midfield,204060,204060013
33020,38,23,54,63,29,40,38,27,54,73,68,74,65,61,44,78,41,72,28,52,41,38,48,37,22,21,65,4,22,27,22,22,31,52,ST,Attack,191083,191083001
179704,55,58,48,62,59,63,60,50,58,80,82,75,62,60,63,62,70,60,61,46,22,62,49,50,25,30,20,6,11,10,13,7,52,61,LM,Midfield,189792,189792028
4813,43,69,63,42,72,52,41,55,63,73,53,43,67,48,68,63,65,68,43,62,23,75,49,53,43,30,24,7,11,55,13,13,53,65,ST,Attack,148898,148898001
75993,68,64,45,71,56,66,41,65,71,72,71,70,65,67,65,63,74,64,63,63,57,67,67,55,25,57,55,12,7,13,7,8,65,69,RM,Midfield,192616,192616005
52740,64,55,47,59,53,65,66,61,62,67,65,65,60,67,64,66,62,62,61,54,45,57,55,54,39,43,42,7,9,8,12,8,63,63,LW,Attack,180339,180339004
43508,64,66,71,69,68,82,77,68,79,52,62,63,76,69,66,63,69,64,62,53,64,72,80,82,25,28,22,13,25,68,25,25,55,71,CAM,Midfield,152831,152831006
14157,70,60,59,63,64,65,66,56,71,73,74,69,76,71,50,64,72,71,55,69,65,61,62,68,55,67,62,2,21,56,21,21,55,69,LM,Midfield,164169,164169003
110680,55,39,78,76,39,63,55,76,70,67,64,66,76,65,67,85,74,72,44,73,80,52,68,40,76,74,73,10,8,13,14,6,39,75,CB,Defense,172862,172862013
115582,37,14,73,63,15,61,42,61,65,68,70,54,64,53,43,59,65,81,16,68,69,22,58,26,67,68,68,10,9,11,5,11,41,71,CB,Defense,163476,163476014
83032,70,50,66,74,58,64,70,70,70,72,68,64,70,61,70,68,51,57,70,68,54,54,70,64,50,50,50,14,6,9,11,11,70,66,CM,Midfield,173160,173160007
155706,36,64,64,40,42,73,44,38,65,76,80,71,61,55,59,71,65,74,47,49,25,68,31,49,25,25,25,7,13,15,8,12,55,64,ST,Attack,189099,189099008
39472,57,56,61,66,31,53,27,54,58,58,68,57,64,67,65,56,73,58,47,68,68,60,47,53,62,61,29,18,25,54,25,25,61,64,RB,Defense,100143,100143005
85870,46,36,82,63,28,41,19,64,60,56,66,44,75,42,48,90,68,90,32,76,65,54,53,32,70,84,72,15,6,9,7,15,31,76,CB,Defense,137114,137114012
7030,52,68,56,52,57,59,22,49,56,66,58,51,64,44,69,69,72,80,63,56,60,61,45,62,22,22,13,6,20,49,20,20,55,65,ST,Attack,179549,179549001
163063,42,61,56,60,44,60,38,55,59,72,75,56,56,60,61,56,68,85,51,56,37,56,49,60,31,38,27,10,10,14,7,7,46,62,ST,Attack,198591,198591008
43968,35,27,35,38,13,35,22,55,22,46,47,54,52,54,23,55,37,43,25,31,34,36,35,40,35,31,28,54,53,55,54,56,17,56,GK,Goalkeeper,149727,149727004
173550,72,54,55,63,70,68,76,64,72,76,70,76,64,64,66,75,91,64,64,37,42,58,62,58,43,55,52,15,8,6,11,7,72,66,RW,Attack,184565,184565018
110624,67,64,49,72,46,71,68,66,72,73,71,73,68,71,67,71,91,59,62,55,58,65,73,67,51,52,50,15,7,15,15,15,71,69,CM,Midfield,173666,173666013
156048,40,25,56,49,30,39,25,51,40,59,65,50,51,41,38,61,84,68,25,50,50,44,50,25,60,58,66,11,15,13,11,8,37,57,CB,Defense,203145,203145007
211718,58,59,54,73,59,58,58,67,65,72,70,80,63,78,66,79,81,69,58,71,55,60,64,63,62,60,57,6,13,7,6,8,63,65,CM,Midfield,202465,202465016
77473,48,28,72,64,38,49,41,51,52,65,67,37,54,47,51,51,59,75,37,66,59,43,35,51,60,61,72,14,9,6,14,12,24,61,RB,Defense,204776,204776002
102001,72,46,59,68,47,63,65,65,67,69,74,64,71,50,72,62,58,73,64,72,73,50,52,53,71,73,72,8,6,6,9,8,45,63,RM,Midfield,45462,45462013
74947,58,32,65,62,44,50,43,54,60,58,63,64,68,62,58,74,70,76,43,68,70,25,58,53,68,68,67,15,11,11,13,7,51,68,CB,Defense,177492,177492008
166467,70,50,53,56,57,69,58,56,61,75,73,72,64,71,69,60,67,63,68,42,67,57,60,56,67,69,68,14,6,10,8,9,59,64,RM,Midfield,19324,19324016
39785,53,60,44,47,63,64,68,47,56,68,74,73,60,64,55,58,48,29,58,26,26,32,66,25,23,23,41,5,23,47,23,23,59,69,LF,Attack,194765,194765002
101327,50,74,74,58,69,60,55,38,56,68,68,70,74,77,76,81,68,73,57,55,15,72,63,70,22,31,29,5,14,11,5,10,60,71,ST,Attack,172696,172696008
82666,68,60,75,74,70,62,64,75,73,52,50,67,73,40,75,73,74,79,75,70,69,68,70,54,49,65,65,10,5,14,11,12,45,72,CM,Midfield,159040,159040010
185520,32,63,62,39,60,62,46,30,57,79,79,67,56,57,83,75,67,91,57,72,28,65,51,52,25,25,25,15,13,6,10,6,46,66,ST,Attack,198027,198027014
43667,70,72,44,84,72,77,82,75,83,70,76,58,82,64,74,65,78,86,80,79,80,80,78,74,51,59,43,12,21,75,21,21,86,70,CF,Attack,2622,2622006
17992,30,68,42,30,40,50,49,37,58,60,62,75,41,72,49,67,32,26,51,28,28,34,52,32,28,39,58,5,21,37,21,21,54,52,ST,Attack,186905,186905001
231066,73,49,59,69,42,56,68,61,63,73,77,64,77,75,63,78,83,86,58,82,76,50,57,52,76,80,68,10,12,7,10,6,51,74,RB,Defense,161863,161863018
91910,75,75,58,75,58,72,74,65,73,75,84,67,76,63,71,52,93,68,74,82,68,78,73,38,53,68,64,8,13,11,6,9,56,75,LM,Midfield,188352,188352012
30846,77,64,53,76,62,73,67,69,76,78,72,69,66,76,76,77,68,52,66,54,50,66,56,77,41,36,53,8,20,69,20,20,62,73,RM,Midfield,157463,157463005
99186,56,64,46,60,72,72,54,43,72,86,79,81,71,78,84,76,78,73,72,80,20,71,68,48,15,28,30,14,13,7,7,14,30,70,ST,Attack,189849,189849009
54401,54,43,63,63,51,27,52,55,62,65,69,56,67,69,70,75,66,73,65,71,72,56,63,52,60,63,61,14,10,12,10,11,47,64,RB,Defense,18318,18318007
63324,39,39,71,51,39,44,41,41,53,66,66,58,64,75,55,76,72,75,41,71,71,26,59,44,69,64,60,5,10,7,11,6,62,71,CB,Defense,163027,163027004
40569,56,53,63,72,52,54,57,68,49,61,60,71,63,77,62,72,72,69,61,68,54,61,65,70,69,60,72,11,20,68,20,20,48,64,LB,Defense,178758,178758001
192852,46,64,67,56,66,56,51,36,63,64,68,59,62,51,66,70,62,83,56,51,25,63,49,64,25,24,25,14,11,6,7,6,46,64,ST,Attack,204488,204488017
145164,46,49,63,69,57,58,55,59,67,55,52,61,69,58,60,72,69,82,52,72,68,60,64,46,65,66,59,9,14,9,10,9,30,67,CDM,Midfield,157978,157978013
59766,66,42,44,63,58,68,60,49,64,68,75,70,60,62,50,57,54,48,51,44,30,60,56,22,22,36,34,12,10,9,9,14,32,60,RF,Attack,193268,193268003
198963,42,54,65,65,59,50,43,60,60,65,66,63,64,71,62,72,68,63,45,68,62,44,55,51,56,58,59,11,5,8,13,9,58,61,CB,Defense,200812,200812013
229437,61,48,71,73,26,64,56,66,72,48,48,58,70,65,53,71,70,73,48,75,72,62,67,49,69,71,68,9,6,15,16,13,53,71,CDM,Midfield,50908,50908024
102570,73,62,47,64,56,69,76,66,68,72,70,77,74,82,57,70,62,56,59,49,45,72,73,52,24,27,20,9,11,12,15,9,67,70,LM,Midfield,145583,145583007
92431,78,71,50,78,71,81,84,72,79,83,83,82,79,79,74,66,75,65,76,66,60,82,73,80,45,55,55,6,8,15,6,9,84,79,RM,Midfield,103936,103936023
60792,35,18,59,51,23,41,42,59,48,61,56,47,51,56,33,68,72,66,15,65,60,30,40,42,60,62,57,12,10,15,9,7,37,58,CB,Defense,123158,123158002
28937,25,20,23,46,12,20,20,71,30,40,48,38,64,37,41,63,69,58,32,44,55,70,14,67,20,36,13,74,68,71,72,71,22,71,GK,Goalkeeper,180714,180714001
217105,25,25,25,24,25,25,25,22,23,43,51,53,77,34,23,76,36,76,25,23,21,25,25,42,25,25,25,79,74,73,75,80,25,76,GK,Goalkeeper,163600,163600027
126248,60,54,55,74,63,78,63,55,79,74,74,79,63,70,59,44,58,47,60,23,45,65,73,49,34,37,32,13,7,7,14,5,55,71,RW,Attack,203903,203903012
121623,64,66,31,56,42,65,67,49,64,82,80,76,82,83,68,77,75,56,64,72,47,78,53,51,31,41,36,9,11,9,15,13,50,66,RM,Midfield,146589,146589006
149306,51,47,37,46,39,69,44,32,69,72,72,80,49,72,62,50,33,62,40,34,24,45,47,50,36,32,31,8,6,7,7,8,43,56,CAM,Midfield,204850,204850005
190863,69,42,58,64,44,66,42,63,66,65,55,70,67,74,70,74,69,64,51,71,67,51,55,41,62,65,64,5,8,11,12,10,37,65,RB,Defense,8264,8264023
217116,47,61,69,53,47,67,50,50,63,79,81,75,59,65,63,79,83,68,49,28,25,59,51,51,25,36,35,11,12,8,13,9,50,63,ST,Attack,204849,204849014
141413,65,54,69,74,41,62,60,72,69,68,68,73,65,71,71,76,77,74,60,71,55,59,65,67,45,67,55,7,10,13,6,11,59,68,CM,Midfield,205654,205654008
194632,62,31,72,69,42,57,52,67,66,31,30,55,68,60,67,69,63,72,55,74,75,55,46,51,76,76,73,13,5,14,13,9,38,73,CB,Defense,492,492016
179567,64,60,56,70,58,67,74,58,69,65,66,66,66,64,73,53,71,69,65,48,22,61,69,68,33,35,26,13,10,11,6,13,70,67,CAM,Midfield,137461,137461014
94742,57,58,31,69,54,70,67,59,69,90,81,82,62,79,61,64,61,54,56,39,43,63,66,54,24,30,32,12,10,6,5,15,55,68,CAM,Midfield,195365,195365004
62203,52,53,60,68,43,46,57,58,69,73,72,72,51,65,59,68,67,55,47,61,37,62,67,57,31,42,30,13,15,8,7,12,44,65,RM,Midfield,171594,171594006
224168,53,49,45,48,50,58,50,44,52,81,81,81,61,80,63,73,79,67,48,36,52,50,49,49,49,51,53,7,11,5,5,9,52,58,LM,Midfield,162391,162391031
196521,58,69,46,77,47,67,75,79,70,68,66,71,72,84,85,57,78,58,81,77,62,73,74,67,46,60,56,8,11,7,10,7,69,73,CM,Midfield,172716,172716012
71761,62,44,56,74,43,67,63,73,72,70,70,66,75,67,63,62,75,65,50,72,68,57,74,69,57,64,61,8,6,12,6,13,68,70,CM,Midfield,148808,148808008
136833,25,25,25,22,25,25,25,31,24,47,55,43,53,33,38,66,30,50,25,25,22,25,25,25,25,25,25,65,51,42,45,61,25,55,GK,Goalkeeper,194844,194844007
81802,73,71,60,80,68,77,71,80,80,79,79,83,75,71,75,77,82,69,73,59,66,72,86,83,60,61,53,7,6,8,7,7,66,75,CM,Midfield,152828,152828010
207203,57,49,56,54,58,47,62,61,56,58,55,65,66,61,56,75,78,76,54,78,70,41,55,43,60,60,66,11,7,15,13,7,30,63,RB,Defense,159255,159255017
188373,71,64,85,85,59,64,64,78,74,59,54,62,79,59,76,69,76,69,72,89,83,56,67,61,80,83,77,9,15,6,9,8,46,75,CM,Midfield,138782,138782029
24452,53,72,68,56,63,66,71,39,61,67,71,73,61,63,67,62,66,64,59,57,51,61,67,52,20,20,60,8,20,39,20,20,53,66,ST,Attack,179891,179891003
18421,56,38,67,66,70,54,60,61,65,56,60,70,69,61,59,90,62,71,51,64,67,70,52,66,63,63,15,6,25,61,25,25,52,64,CB,Defense,45139,45139004
38160,26,22,35,36,58,22,58,23,31,54,57,40,41,49,21,71,39,36,22,40,28,32,59,33,44,45,69,8,22,23,22,22,16,42,RB,Defense,189900,189900004
131390,17,13,9,33,11,11,9,23,14,44,36,49,53,40,28,54,35,42,18,18,13,10,7,19,19,13,15,68,64,60,62,72,11,66,GK,Goalkeeper,178054,178054008
69230,55,42,83,70,51,54,49,61,62,74,76,65,81,80,67,83,79,77,43,80,73,48,58,50,83,82,87,6,8,15,5,15,51,80,CB,Defense,182493,182493008
17506,22,31,69,71,62,56,71,53,75,57,55,78,62,69,79,67,69,72,47,61,60,58,73,60,74,67,57,1,21,53,21,21,52,70,CDM,Midfield,184134,184134002
222254,65,38,65,69,49,63,60,68,68,65,64,68,67,64,68,65,73,72,66,68,60,54,68,68,52,61,58,7,8,14,6,8,64,67,CM,Midfield,187830,187830013
126782,71,39,58,69,46,72,51,64,67,55,65,62,71,60,58,73,80,80,44,76,64,64,64,47,63,68,66,11,7,11,7,8,45,69,CDM,Midfield,185046,185046014
151675,46,66,75,61,62,67,60,41,64,54,54,45,64,35,68,57,60,88,59,63,25,68,65,53,26,29,22,12,10,13,11,12,38,65,ST,Attack,188996,188996012
157772,43,29,70,63,25,46,27,61,59,59,60,68,70,63,35,80,64,68,30,66,71,26,48,41,73,73,69,5,8,11,6,11,34,70,CB,Defense,205588,205588016
138914,49,67,68,61,66,59,48,38,68,68,67,65,64,61,69,74,68,68,59,44,24,68,59,57,25,25,25,11,7,9,10,5,49,66,ST,Attack,187338,187338015
208932,63,67,54,76,59,69,73,75,78,70,71,78,74,85,79,61,70,77,69,49,67,65,77,68,70,66,65,10,5,11,12,9,69,72,CM,Midfield,168567,168567035
152831,35,36,80,56,21,38,25,64,52,63,68,46,73,42,82,80,65,93,43,79,85,38,34,30,82,80,76,15,6,9,7,15,60,77,CB,Defense,137114,137114021
15657,41,54,60,36,38,51,58,22,53,61,58,60,47,60,55,62,51,55,42,33,43,48,48,47,22,21,66,8,20,22,20,20,43,72,ST,Attack,176481,176481003
144011,46,37,48,44,39,40,46,39,43,57,60,56,58,38,48,52,77,84,43,79,57,32,43,52,55,60,56,7,10,7,9,15,34,61,CB,Defense,194412,194412017
111038,48,59,56,51,57,57,45,36,56,70,71,61,56,58,59,55,59,62,54,60,16,56,56,58,21,19,20,8,10,13,10,7,29,59,ST,Attack,170102,170102007
167803,78,79,64,86,79,81,76,80,85,79,79,79,85,77,80,79,93,75,80,86,86,82,82,88,75,87,87,9,11,13,9,11,68,86,CM,Midfield,181872,181872025
177979,25,31,65,34,22,21,21,52,44,64,60,34,49,32,27,66,62,81,34,69,51,23,42,32,60,59,55,6,7,8,7,7,27,59,CB,Defense,202312,202312011
77546,39,43,68,53,48,42,49,50,56,71,63,64,66,32,59,72,77,81,37,66,51,38,43,58,73,71,59,13,12,6,14,7,47,70,CB,Defense,190876,190876006
99837,73,78,67,73,79,81,69,57,76,89,90,84,84,80,83,78,67,65,82,81,53,83,75,84,48,46,45,6,14,11,8,15,73,76,ST,Attack,9805,9805013
33048,52,51,52,38,56,33,59,63,27,52,48,63,65,76,51,50,49,51,20,37,57,11,63,38,23,36,54,70,61,63,79,82,9,70,GK,Goalkeeper,105308,105308006
128491,38,34,62,49,43,48,27,47,50,43,40,30,61,56,42,82,50,80,22,70,65,24,39,33,64,64,53,7,7,14,13,6,35,63,CB,Defense,197839,197839014
229002,61,56,59,66,65,62,59,59,64,63,62,68,72,74,59,64,76,75,61,83,71,31,63,60,67,72,63,7,7,16,9,15,64,68,CDM,Midfield,177681,177681009
42498,53,68,67,65,60,68,62,45,70,74,73,70,71,69,68,70,72,67,68,48,68,70,69,69,45,41,36,5,20,45,20,20,56,70,CF,Attack,180695,180695005
132197,28,49,44,46,47,52,47,35,51,73,66,68,56,67,73,63,49,56,46,47,11,55,35,52,12,15,11,8,9,7,12,7,47,63,ST,Attack,201379,201379004
